formulaRank,molecularFormula,adduct,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#all classifications,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,compoundId,mappingFeatureId,overallFeatureQuality
1,C11H14N2O6,[M + H]+,C11H15N2O6+,Carbohydrates,0.987,Nucleosides,0.986,Pyrimidine nucleosides,0.928,Organic oxygen compounds,1.000,Organooxygen compounds,1.000,Carbohydrates and carbohydrate conjugates,0.997,Glycosyl compounds,0.993,Glycosylamines,0.991,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyridines and derivatives; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Pyridinecarboxylic acids and derivatives; Pyridinecarboxamides; Pentoses; Monosaccharides; Secondary alcohols; Glycosyl compounds; Glycosylamines; Hydropyridines; Nicotinamides; Tetrahydrofurans; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",271.093,46,0.765,830131002109397788,830129522094527145,830129522094527144,4879,
1,C14H21N11O6,[M + Na]+,C14H21N11NaO6+,Amino acids and Peptides,0.992,Small peptides,0.913,Tripeptides,0.458,Organic acids and derivatives,1.000,Carboxylic acids and derivatives,0.999,"Amino acids, peptides, and analogues",0.995,Peptides,0.915,Oligopeptides,0.823,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities",462.157,46,0.767,830130146974539232,830129542826974857,830129542826974856,5579,
1,C3H9N4O2S,[M + H]+,C3H10N4O2S+,Alkaloids,0.979,Histidine alkaloids,0.947,Imidazole alkaloids,0.946,Organoheterocyclic compounds,0.995,Azoles,0.936,Imidazoles,0.537,,,Imidazoles,0.537,Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Imidazoles; Triazoles; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Azoles; Sulfonyls; Organosulfonamides; Aminosulfonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,166.050,46,0.769,830130100111568295,830129502318381470,830129502314187165,4200,
1,C10H13NO2,[M + H]+,C10H14NO2+,Alkaloids,0.995,Ornithine alkaloids,0.512,Terpenoid alkaloids,0.296,Organoheterocyclic compounds,0.978,Piperidines,0.548,,,,,Piperidines,0.548,Organic compounds; Organoheterocyclic compounds; Ketones; Piperidines; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Trialkylamines; Amines; Tertiary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,180.102,46,0.772,830130569877938020,830129504742689402,830129504742689401,3653,
1,C17H23N9O4,[M + H]+,C17H24N9O4+,Amino acids and Peptides,0.983,Oligopeptides,0.913,Cyclic peptides,0.850,Organic acids and derivatives,0.993,Carboxylic acids and derivatives,0.987,"Amino acids, peptides, and analogues",0.958,Peptides,0.960,Oligopeptides,0.838,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Azoles; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities",418.193,46,0.773,830130124946048049,830129540121648377,830129540121648376,5671,
1,C6H8BNO2S,[M + H]+,C6H9BNO2S+,Amino acids and Peptides,0.099,Monoterpenoids,0.150,Pinane monoterpenoids,0.038,Organoheterocyclic compounds,0.652,,,,,,,Organoheterocyclic compounds,0.652,Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organometallic compounds; Organometalloid compounds; Organoboron compounds; Organic salts; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,169.047,47,0.779,830131003040533342,830129502737811905,830129502733617600,5746,
1,C12H23NO7,[M + Na]+,C12H23NNaO7+,Carbohydrates,0.906,Aminosugars and aminoglycosides,0.814,Aminosugars,0.794,Organic oxygen compounds,1.000,Organooxygen compounds,1.000,Carbohydrates and carbohydrate conjugates,0.974,Monosaccharides,0.910,Monosaccharides,0.910,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid amides; Monocarboxylic acids and derivatives; Carboxylic acids; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,316.137,47,0.784,830130105350255108,830129528587310702,830129528587310701,5706,
1,C9H11NO,[M + H]+,C9H12NO+,Alkaloids,0.991,Nicotinic acid alkaloids,0.918,Pyridine alkaloids,0.918,Organoheterocyclic compounds,0.891,Pyridines and derivatives,0.733,,,,,Pyridines and derivatives,0.733,Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,150.091,47,0.787,830130145414257690,830129500359641342,830129500342864125,5854,
1,C9H15N3O3,[M + H]+,C9H16N3O3+,Amino acids and Peptides,0.939,Small peptides,0.972,Aminoacids,0.863,Organic acids and derivatives,0.998,Carboxylic acids and derivatives,0.994,"Amino acids, peptides, and analogues",0.927,Amino acids and derivatives,0.926,Alpha amino acids and derivatives,0.908,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Carboximidamides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",214.119,48,0.792,830130105425752615,830129511088672039,830129511084477734,4973,
1,C6H8BNO3S,[M + H]+,C6H9BNO3S+,Amino acids and Peptides,0.871,Small peptides,0.694,Aminoacids,0.751,Organoheterocyclic compounds,0.844,Metalloheterocyclic compounds,0.537,,,,,Metalloheterocyclic compounds,0.537,Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organometallic compounds; Organometalloid compounds; Carbonyl compounds; Metalloheterocyclic compounds; Organoboron compounds; Organic salts; Organic oxides; Organic metalloid salts; Organic metal salts; Azacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,185.042,48,0.793,830130127164835373,830129505531218639,830129505531218638,5933,
1,C9H14N2O2,[M + H]+,C9H15N2O2+,Alkaloids,0.923,Ornithine alkaloids,0.367,Pyrrolidine alkaloids,0.106,Organic acids and derivatives,0.901,Carboxylic acids and derivatives,0.868,Carboxylic acid derivatives,0.879,Carboxylic acid amides,0.873,Tertiary carboxylic acid amides,0.600,Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Tertiary carboxylic acid amides; Carbonyl compounds; Acetamides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,183.113,48,0.795,830130570792296427,830129505216645804,830129505216645803,4447,
1,C14H22N2O4,[M + H]+,C14H23N2O4+,Alkaloids,0.201,Tyrosine alkaloids,0.083,Phenylethylamines,0.116,Organic acids and derivatives,0.955,Carboxylic acids and derivatives,0.933,"Amino acids, peptides, and analogues",0.872,Amino acids and derivatives,0.872,Amino acids and derivatives,0.872,"Organic compounds; Amino acids, peptides, and analogues; Alkyl aryl ethers; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Anilides; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; 1,2-aminoalcohols; Dialkylamines; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Secondary amines; Alkanolamines; N-arylamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities",283.165,48,0.795,830130337421166712,830129523981964185,830129523981964184,6850,
1,C22H39NO15,[M + H]+,C22H40NO15+,Carbohydrates,1.000,Aminosugars and aminoglycosides,0.773,Polysaccharides,0.744,Organic oxygen compounds,1.000,Organooxygen compounds,1.000,Carbohydrates and carbohydrate conjugates,1.000,Aminosaccharides,0.999,Acylaminosugars,0.748,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Acylaminosugars; Oligosaccharides; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid amides; Hemiacetals; Carboxylic acid derivatives; Amino sugars; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; N-acyl-alpha-hexosamines; Polyols; Aminosaccharides; Acetamides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,558.240,48,0.798,830130343733596127,830129548690612684,830129548690612683,6006,
1,C20H26N2O4,[M + H]+,C20H27N2O4+,Alkaloids,1.000,Tryptophan alkaloids,0.980,Iboga type,0.942,Alkaloids and derivatives,0.958,Cinchona alkaloids,0.974,,,,,Cinchona alkaloids,0.974,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Pyridines and derivatives; Alkyl aryl ethers; Alcohols and polyols; Anisoles; Piperidines; Quinuclidines; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Quinolines and derivatives; Secondary alcohols; Carbonyl compounds; 1,2-aminoalcohols; Trialkylamines; Cinchona alkaloids; Phenol ethers; Benzenoids; Amines; Tertiary amines; Alkanolamines; Aromatic alcohols; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 4-quinolinemethanols; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",359.197,48,0.806,830130120437170178,830129533956020642,830129533956020641,6099,
1,C20H30N2O10,[M + H]+,C20H31N2O10+,Amino acids and Peptides,0.940,Amino acid glycosides,0.536,Cyanogenic glycosides,0.595,Organic acids and derivatives,0.989,Carboxylic acids and derivatives,0.985,"Amino acids, peptides, and analogues",0.466,Amino acids and derivatives,0.466,Alpha amino acids and derivatives,0.551,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alpha amino acids and derivatives; Pyrans; Alcohols and polyols; Sugar acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Glucuronides; Hydroxy acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Monosaccharides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Beta hydroxy acids and derivatives; Carbonyl compounds; Oxanes; Glucuronic acid derivatives; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; O-glucuronides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,459.198,49,0.812,830130135079489524,830129542600482406,830129542600482405,6189,
1,C19H32N6O9,[M + H]+,C19H33N6O9+,Amino acids and Peptides,0.997,Small peptides,0.950,Tripeptides,0.996,Organic acids and derivatives,1.000,Carboxylic acids and derivatives,0.999,"Amino acids, peptides, and analogues",0.992,Peptides,0.994,Oligopeptides,0.971,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities",489.231,49,0.813,830131028084724304,830129544680857480,830129544676663175,6191,
1,C10H14N5O4,[M + H]+,C10H15N5O4+,Carbohydrates,0.947,Nucleosides,0.900,Purine nucleosides,0.678,Organoheterocyclic compounds,0.985,Imidazopyrimidines,0.696,Purines and purine derivatives,0.618,,,Purines and purine derivatives,0.618,Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organic acids and derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Azoles; Aminopyrimidines and derivatives; Diazines; Secondary alcohols; Imidazopyrimidines; Polyols; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,269.112,49,0.813,830130154729809085,830129521754788476,830129521750594171,6199,
1,C10H12N2O2,[M + H]+,C10H13N2O2+,Alkaloids,0.997,Ornithine alkaloids,0.753,Pyrrolidine alkaloids,0.819,Organoheterocyclic compounds,1.000,Pyridines and derivatives,0.994,Pyrrolidinylpyridines,0.981,,,Pyrrolidinylpyridines,0.981,Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Lactams; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Pyrrolidones; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidinylpyridines; Pyrrolidine-2-ones; N-alkylpyrrolidines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,193.097,50,0.826,830130119199850286,830129506697235281,830129506697235280,6367,
